Title,Article_body,section_value
"No problem in paying for Russian oil, itâs all about price: Puri","NEW DELHI: There is no problem in making payment for Russian oil and any drop in imports is because of pricing as well as market conditions as Indian refiners look for best deals, oil minister Hardeep Singh Puri said on Wednesday. âIt is a pure function of the price at which our refineries will buyâ¦ India's leadership has only one requirement that the Indian consumer gets the energy at the most economical price, without disruption,"" the minister said.Puri pointed out that India buys 1.5 million barrels per day of Russian oil on an average. Not How can so much Russian oil flow into India if there was payment problem.For good measure, Puri added that new oil producers in other regions are willing to offer better discounts than Russia but declined to elaborate or identify the suppliers. âIf they (Russia) don't offer us (good) discount why would we buy from them?""Puriâs statement comes days after western media reports said five ships carrying Sokol, a light sweet oil produced in Russiaâs Far East, to India recently were diverted to other destination due to payment issues faced by the recipient Indian refiners. Some of the ships carrying the said cargos were sanctioned by the US for flouting the G7 price cap of $60 per barrel for Russian oil. Indian refiners buy Russian crude on âdelivered basisâ wherein the sellers are responsible for arranging vessels, insurance and satisfying the limited banking channels handling payments to Russia there is no breach of the western price cap. Since the Ukraine war began in 2022, Russia has become Indiaâs second biggest oil supplier due to hefty discounts as western buyers shunned those barrels. The discounts have come down to single digit, which keep varying according to benchmark oil prices and market conditions, from as much as $20 or so soon after the conflict broke out.",Business
"Wipro, ex-Wipro CFO Dalal referred to arbitration","BENGALURU: The Bengaluru Civil Court has referred both the parties-- former Wipro CFO Jatin Dalal and Wipro -- to arbitration. Judge Doddegowda K presided over the court proceedings on Wednesday.Dalal can invoke his rights to an arbitral tribunal following an order passed by the Bengaluru Civil Court on Wednesday. Dalal has filed an application asking the court to refer the matter to arbitration.He says his contracts with Wipro allow for arbitration. His reply notice also states that Wipro is not entitled to damages on the mere apprehension of confidential information being divulged.Arbitration is the use of an arbitrator, instead of a judicial court, to resolve a dispute.The Arbitration and Conciliation Act mandates that an award has to be passed within one year from the date of constitution of the arbitral tribunal. But the Act provides for the parties to agree to extend the period of the proceedings by six months and thereafter approach the court for extension by showing sufficient cause.TOI reported last week that Wipro has demanded Dalal to pay Rs 25 crore to the company for breach of contract, according to a suit filed in the civil court in Bengaluru. TOI has obtained a copy of the court papers. The company has also asked the court to restrain Dalal from disclosing confidential information, and soliciting its customers, vendors and employees, and has said it reserves the right to claim additional damages at a later date.Dalal left Wipro on November 30, and joined Cognizant as CFO the very next day.Wipro's Rs 25 crore claim is based on the value of RSUs (restricted stock units) and PSUs (performance share units) granted to Dalal since he took on the CFO role in 2015. The company says in the court filing that every one of the grants came with the condition that for a period of 12 months after his last date of employment, Dalal could not directly or indirectly engage with a competitor, could not solicit a Wipro customer to move the existing business to another party, and could not solicit a Wipro employee to be associated with a competitor, supplier or customer. The RSU and PSU agreements, it says, had also listed out 10 of Wipro's competitors, and the list included Cognizant. Wipro's court filing also says Dalal gave an undertaking to Cognizant - which is publicly available as a filing on the US SEC - which said, ""...I am not bound by the terms of any agreement with any previous employer or other party to refrain from competing directly or indirectly, with the business of such previous employer or other party, in any case, that would be violated by my entering into this agreement and/or providing services to Cognizant pursuant to the terms hereof.....""Wipro says this undertaking is ""patently false"" as Dalal continues to be bound by his obligations under the agreements with Wipro. ""As a result, the defendant has caused Cognizant to submit materially false and misleading statements in its SEC filing. The defendant's actions and conduct shows blatant disregard to his contractual and fiduciary obligation,"" Wipro says. The filing says Dalal has signed a 12-month non-compete and non-solicitation agreement with Cognizant in the event he were to quit the company, and says itâs ""unconscionable"" for Dalal to assert that he does not have a similar obligation to Wipro.",Business
,,Business
,,Business
,,Business
,,Business
,,Business
,,Business
,,Business
,,Business
,,Business
,,Business
,,Business
French oyster sales clam up as contamination scare spreads,"RENNES: When Philippe Le Gal brought his oysters to market this weekend, he expected them to sell quickly. It was, after all, New Year's Eve, a day when the delicacies are a crucial ingredient for champagne-soaked celebrations in French homes and restaurants.But not this time. ""We barely sold 10 percent, almost nothing,"" the oyster farmer told AFP.The reason consumers are shunning French oysters is a health scare that hit the industry last week, when local authorities in the Gironde region observed a wave of gastroenteritis cases due to food poisoning. An investigation identified as the culprit the norovirus, a highly contagious virus causing vomiting and diarrhoea, detected in oysters from the Arcachon Bay west of Bordeaux on France's southwestern Atlantic coast.The authorities quickly banned the harvesting and sale of oysters from the area, and from two other oyster production sites further north, Calvados and Manche, ""until further notice"".They also told producers there to stop selling the oysters already harvested, and consumers to return them urgently.The contamination was a result of flooding in waste water treatment plants due to high rain water levels, which pushed untreated waste water into the ocean where it contaminated the oysters.'Crisis without precedent'The authorities promised they would lift the ban ""as soon as the sanitary quality of the shellfish is completely satisfactory again"".But the local shellfish producer association warned that ""an economic crisis without precedent"" was descending on the sector fast.""People are panicking,"" said Le Gal, who is also president of the National Shellfish Farming Federation.""They have stopped buying,"" he said. ""It's a catastrophe.""Le Gal said less than 10 percent of France's overall oyster production is affected by contamination, representing around 8,000 tonnes per year.But the impact has rippled across the entire industry.Philippe Morandeau, who runs the regional shellfish producers association in the western region of Charente-Maritime, said he too suffered a collapse in sales although his region has not been affected by any contamination.""I was on a market in La Pallice, near La Rochelle, and my sales were down by 25 to 30 percent compared with previous years,"" he told AFP.Producers point out that the contaminations are not their fault, but down to insufficient waste water treatment capacity which is the responsibility of local authorities. ""The biggest factor is indeed investment by local authorities in waste water treatment,"" acknowledged the French government's junior minister for maritime affairs, Herve Berville.""The temporary bans are not linked to the work of shellfish farmers. They are linked to viruses, not the quality of the oysters,"" he told regional daily Ouest France at the weekend.'Not just a glitch'Oyster farmers feel they are victims of what they say are decades of under-investment in water water facilities.""This has happened to us twice in two years. This is not just a glitch,"" said Olivier Laban, an oyster farmer who also runs the regional shellfish producer association in Arcachon, the main target area for the ban. ""This can't go on,"" he told AFP. Berville promised that the government would sit down with local authorities ""to accelerate investments where necessary"". The oyster industry's 375 production sites in France make it ""an essential sector for the local economy"", he said. ""We want to protect consumers as well as reassure French people concerning the unaffected sites,"" he said.The government was, he added, ready to help offset losses sustained by farmers. But beyond the devastating financial impact of the health measures and their fallout, oyster producers also worry about the reputational damage they say will be even harder to repair.""With every announcement they see on television, people cancel their orders,"" said Morandeau.""People just see the word 'oyster' in a headline and don't pay attention to any geographical distinction,"" he said. Le Gal said what he called ""scare-mongering"" may even remove oysters from French tables indefinitely.France is Europe's biggest producer of oysters as well as the continent's biggest consumer.It is the fifth largest producer in the world, after China, South Korea, Japan and the United States.",Business
Atos says Airbus offers 1.5-1.8 billion euros for BDS unit,"French IT company Atos said on Wednesday Airbus had made an indicative offer of 1.5 billion to 1.8 billion euros ($1.64 billion-$1.97 billion) for Atos' big data & security (BDS) unit, briefly sending its shares up more than 10%. Atos said it would open due diligence talks with the world's biggest planemaker regarding the sale, one of a series of negotiations the company is involved in aimed at helping it reduce debt. Atos has faced a series of setbacks that have pummelled its shares for more than a year. An Airbus spokesperson confirmed in an e-mailed statement sent to Reuters, echoing an earlier report, that it had submitted a non-binding proposal. ""The acquisition of BDS could significantly accelerate the digital transformation of Airbus, enhance the company's defence and security portfolio with strong capabilities in cyber, advanced computing and artificial intelligence,"" Airbus said. Atos said it had also received a second offer for part of the unit, but did not name the potential buyer. Separately, Atos Chief Financial Officer Paul Saleh said exclusive negotiations with Czech billionaire Daniel Kretinsky's EPEI on the sale of its Tech Foundations unit are taking ""more time than planned"", with no certainty of an agreement being reached. ""Discussions continue around the price to be paid, the structure of the transaction and the transfer of a very large proportion of Tech Foundations liabilities,"" the company said in a press release. Initially Tech Foundations was to be sold to EPEI for 2 billion euros, with EPEI getting a 7.5% stake in Eviden for 180 million euros in the framework of a 900-million-euro capital increase. Atos said it now plans to reduce the capital increase, resulting in Kretinsky not taking a stake in Eviden at all. Atos added that it is in discussions with banks to maintain financing and obtain refinancing. It said in the first quarter of 2024 it will assess whether these measures are sufficient to cover financing maturities and cash requirements on a long-term basis. The group is planning two six-month extensions to a 1.5 billion euro loan, with the first effective from January 29.",Business
DeFi sensation Retik Finance (RETIK) surprises one and all as Presale Stage 3 sold Out in less than a month,"The recent news of Retik Finance's Presale Stage 3 selling out in less than a month has sent shockwaves through the DeFi community, defying expectations and capturing the attention of investors and enthusiasts alike .In this article, we'll explore the factors that contribute to Retik Finance's unexpected success and what sets it apart in the competitive landscape of decentralised finance.The DeFi Landscape: A brief overviewDecentralised finance, or DeFi, represents a paradigm shift in the traditional financial sector by leveraging blockchain technology to create open and accessible financial systems. Within this landscape, various projects strive to offer innovative solutions and bridge the gap between traditional finance and the emerging world of cryptocurrencies. Retik Finance entered this dynamic space with a mission to redefine the relationship between crypto and fiat currencies. As the project gained momentum, it took the community by surprise with the rapid sell-out of its Presale Stage 3, challenging preconceived notions and establishing itself as a noteworthy player in the DeFi sector.The Presale Stage 3 phenomenon: Defying expectationsOne of the standout moments in Retik Finance's journey has been the unexpected success of its Presale Stage 3. Many in the DeFi community didn't anticipate the rapid sell-out, with initial predictions suggesting that it might take more than a month to complete this crucial stage of fundraising.The surprise factor lies not only in the speed of the sell-out but also in the sheer magnitude of Retik Finance's accomplishment. The project managed to attract significant attention and investment in a highly competitive landscape, showcasing its appeal to a diverse range of investors.Click here to buy RETIK tokensStrategic moves and investor sentimentWondering what fueled Retik Finance's swift success during Presale Stage 3? The answer lies in strategic moves and a shift in investor sentiment. Industry observers noted a migration of whale wallet holders, influential players in the crypto space, towards Retik Finance. These strategic investors recognized the untapped potential of RETIK tokens, redirecting their investments from other tokens that failed to meet their profit expectations.This strategic reallocation of funds created a ripple effect, contributing to the rapid sell-out of Presale Stage 3. It underscores the market's acknowledgment of Retik Finance's value proposition and the confidence investors have in the project's vision and execution.An unprecedented all-time profitA key factor that has further fueled the Retik Finance phenomenon is the project's offer of an all-time profit of 100%. This impressive return on investment surprised everyone involved, attracting more attention from both institutional and retail investors. The lure of substantial returns has been a driving force behind Retik Finance's rapid ascent in the DeFi space. Investors who joined the journey during the early stages of Presale Stage 3 witnessed their investments double, creating a sense of excitement and enthusiasm within the community. This unprecedented all-time profit has positioned Retik Finance as a standout performer in the competitive landscape of DeFi projects.The vision and differentiators of Retik FinanceTo understand the success of Retik Finance, one must examine the project's vision and what sets it apart in the DeFi ecosystem. Retik Finance aims to bridge the gap between the crypto and fiat realms, offering seamless and secure financial solutions that cater to the evolving needs of users and investors.The use of open-source protocols, decentralised smart contracts, and blockchain consensus mechanisms distinguishes Retik Finance from traditional financial systems. The project's commitment to providing swift, secure, and scalable global payment solutions has resonated with a broad audience, contributing to its unexpected success in Presale Stage 3.Looking ahead: What's in store for Retik Finance?As Retik Finance basks in the success of Presale Stage 3, the spotlight is on what the future holds for this DeFi sensation. The rapid sell-out has undoubtedly positioned Retik Finance as a key player in the decentralised finance space, prompting speculation and anticipation within the crypto community. With a strong foundation, a committed team, and a growing community of supporters, Retik Finance is well-poised to continue its journey towards redefining financial interactions between crypto and fiat currencies. The unexpected success of Presale Stage 3 serves as a springboard for further innovation and growth, cementing Retik Finance's position as a noteworthy project in the ever-expanding world of decentralised finance.A trailblazer in DeFiIn conclusion, Retik Finance's surprise success in selling out Presale Stage 3 in less than a month has positioned it as a true trailblazer in the DeFi space. The project's ability to defy expectations, attract strategic investors, and offer unprecedented returns showcases its strength and resilience in a competitive landscape. As Retik Finance continues to make waves, the broader crypto community is watching closely to see how this DeFi sensation will shape the future of decentralised finance. The unexpected success of Presale Stage 3 has not only surprised everyone but has also sparked a renewed interest in Retik Finance, solidifying its place as a standout performer in the world of decentralised finance.Visit the links below for more information about Retik Finance (RETIK):Website: https://retik.com/Linktree: https://linktr.ee/retikfinanceWhitepaper: https://retik.com/retik-whitepaper.pdfDisclaimer: The above content is non-editorial, and TIL hereby disclaims any and all warranties, expressed or implied, relating to the same. TIL does not guarantee, vouch for or necessarily endorse any of the above content, nor is it responsible for them in any manner whatsoever. The article does not constitute investment advice. Please take all steps necessary to ascertain that any information and content provided is correct, updated and verified.",Business
China injects $50billion into policy banks,"The People's Bank of China injected nearly $50 billion worth of low-cost funds into policy-oriented banks last month, suggesting the central bank may be ramping up financing for housing and infrastructure projects to support the economy.The outstanding amount of the PBOC's Pledged Supplemental Lending programme to policy banks climbed to 3.25 trillion yuan ($456 billion) at the end of December from 2.9 trillion yuan in the previous month, the central bank said in a statement on Tuesday.The net injection of 350 billion yuan was the largest increase via the tool since November 2022.The PSL programme is seen as an important tool in Beijing's arsenal, which the government can use to shore up the property sector and stabilise growth this year. Markets have been expecting the central bank to use the money to drive construction of public housing in a bid to alleviate a multi-year property slump that's hammered consumer confidence.Bloomberg News reported in November that policymakers were planning to provide 1 trillion yuan in low-cost central bank funding in phases. ",Business
Sensex gives up gains amid stress in China,"MUMBAI: The sensex slid over 600 points in early trade on Tuesday due to profit taking and finally settled the session 379 points down at 71,892. Most Asian markets showed a weak trend during the day after data from China showed continuing stress in the world's second largest economy, market players said.According to Vinod Nair, head of research at Geojit Financial Services, the market extended Monday's last hour's sell-off, taking negative cues from Asian peers due to weak Chinese manufacturing data and mounting tensions in the Red Sea, which have the potential to disrupt global trade and crude supplies.""Ahead of the impending results season, investors are adopting a profit booking strategy,"" Nair added.",Business
Moderna surges after CEO says sales growth expected in 2025,"Moderna shares rose more than 11% on Tuesday after the vaccine maker's CEO Stephane Bancel said in a shareholder letter that the company expects its sales to grow in 2025. ""With the expected launch of our RSV vaccine candidate in 2024, and potential launch of our flu/COVID combination vaccine as early as 2025, we believe Moderna will experience sales growth in 2025,"" said Bancel. Moderna had said in November it would only hit the low end of its sales forecast of $6 billion to $8 billion for 2023, reflecting weaker demand for COVID-19 vaccines. The stock, which fell nearly 45% in 2023, rose as much as 12.2% to $111.60 in early trading.",Business
Maersk to decide on Red Sea route as Hapag-Lloyd extends diversions,"OSLO: Denmark's Maersk said it will decide on Tuesday whether to resume sending vessels through the Suez Canal via the Red Sea or follow rival Hapag-Lloyd in continuing to re-route them after a weekend attack on one of its ships. The container shipping giant on Sunday paused all Red Sea sailings for 48 hours following attempts by Yemen-based Houthi militants to board the Maersk Hangzhou.U.S. military helicopters repelled the assault and killed 10 of the attackers. Maersk had more than 30 container vessels set to sail through Suez via the Red Sea, an advisory on Monday showed, while 17 other voyages were put on hold. A decision will be taken on Tuesday regarding how to proceed, a company spokesperson said. Hapag-Lloyd said on Tuesday its vessels would continue to divert away from the Red Sea - sailing via southern Africa's Cape of Good Hope instead - until at least Jan. 9. The company will decide then whether or not to continue re-routing its ships, a spokesperson said. Oil prices rose in the first session of the new year, boosted by potential disruption to Middle Eastern supply after the latest Red Sea attack. Shares in shipping companies have risen since the crisis began on expectations that longer routes will result in higher freight rates. Unlisted French shipping group CMA CGM increased its container shipping rates from Asia to the Mediterranean region by up to 100% as of Jan. 15 compared to Jan. 1, it said on its website on Tuesday. Shares in Maersk were up 6.3% in late afternoon trading. Hapag-Lloyd shares were up 4.1%. The Hangzhou, which was hit by an unknown object during the attack, was able to continue on its way with LSEG shipping data showing the vessel close to the Suez Canal. The Iranian-backed Houthis, who control parts of Yemen after years of war, started attacking international shipping in November in support for Palestinian Islamist group Hamas in its war with Israel in the Gaza Strip. Major shipping groups, including Maersk and Hapag-Lloyd, have stopped using Red Sea routes, instead taking the longer journey around the Cape of Good Hope. After the deployment of a U.S.-led military operation to protect ships, however, Maersk on Dec. 24 said it would resume using the Red Sea. According to Maersk, its alliance partner Mediterranean Shipping Company (MSC) was continuing to divert its vessels via the Cape of Good Hope. MSC did not immediately respond to a request for comment. The Suez Canal is used by roughly one third of global container ship cargo. Re-directing ships around the southern tip of Africa is expected to cost up to $1 million in extra in fuel for every round trip between Asia and northern Europe.",Business
,,Sports
2nd Test: India regain advantage on unreal 23-wicket opening day battle at Newlands,"NEW DELHI: It was a wild ride for the batters on the opening day of the Cape Town Test as India clawed their way back to advantage on a venomous Newlands track that saw history books rewritten after a jaw-dropping 23 wickets fell on Wednesday.For the first time in over 100 years -- 25 wickets fell on the opening day of Australia vs England Test in Melbourne in 1902 -- batters paraded in and out as pacers made merry on a surface that offered load of seam movement and variable bounce.Mohammed Siraj first got six wickets in a breathtakingly menacing morning spell and it was followed by an unreal batting collapse from India -- losing six wickets for no run in a space of eleven balls in the final session -- as South Africa ended the the day at 62 for three in their second innings, trailing by another 36 runs.After Siraj's career-best 6/15 decimated South Africa for their lowest post-apartheid score of 55, India were 153 for 4 before losing six wickets without the addition of a single run to end with a 98-run lead.As It HappenedThere were six Indian batters, who failed to open their accounts and one who remained not out also didn't trouble the scorer, making it a statistician's nightmare.Lungi Ngidi (3/30) and Kagiso Rabada (3/38) got five of those six wickets keeping the lead below 100 and gaining the necessary psychological advantage as 23 wickets fell on the opening day.South Africa were more cautious despite being aggressive as they scored 62 for three in their second innings at stumps to bring down the deficit to 36 runs. Aiden Markram (32 batting) looked solid in the middle.The maximum number of wickets lost on Day 1 of a Test is 25 and that happened in an Ashes Test back in 1902.Dean Elgar, in his last Test match, would like to forget that he got out twice in a day's play while Mukesh Kumar (2/0 and 2/25) was rewarded for consistently pitching the ball in right areas, getting enough away movement against southpaws.Any chance of the match going into the third day looks remote.On a Newlands track that offered steep bounce and would certainly come under the ICC match referee Chris Broad's radar, the red Kookaburra ball took off like jumbo jet from the length making it impossible for batters to survive.Between shoulder blades to lower abdomen, batters got hit everywhere as the bounce became variable towards the end of the day.Rohit Sharma (39 off 50 balls) lived dangerously but smacked seven delicious fours, knowing that surviving won't get him anywhere. Ditto for Virat Kohli (46 off 59 balls) and Shubman Gill (36 off 55 balls), who also showed right intent.The talented duo of Yashasvi Jaiswal (0) and Shreyas Iyer (0), from the famed “Khadoos School of Mumbai Cricket” didn't trouble the scorers, after once again being exposed for technical ineptitude.A Special SpellBefore Siraj's special effort, the only Indian in country's 92 year Test history to take five wickets before lunch was left-arm spinner Maninder Singh, who achieved the feat against Pakistan in Bengaluru back in 1986-1987.On a humid Wednesday morning, South African batters found what a great leveller the game of cricket is with Siraj ripping the heart out of the Proteas batting with a masterclass of pace, swing and seam movement. The Proteas innings ended in just 23.2 overs.David Bedingham (12) and Kyle Verreynne (15) were the only two batters to hit the double digits as the South African supporters in stands were stunned into silence.Jasprit Bumrah (2/25 in 8 overs) also kept the pressure from the other end as Indian skipper Rohit Sharma kept his promise of making opposite number Dean Elgar's life miserable in his farewell Test.Mukesh also wrapped the tail up and proved that he is way better than a bits and pieces Shardul Thakur in these conditions.Having been pilloried for conceding 400 plus runs in the heavy defeat at the Centurion, even the biggest of Indian supporters wouldn't have envisaged such a roaring comeback from the bowlers.Siraj kept the ball on fuller lengths between 4-6 metres and with bounce got most balls to jag back in.From the other end, Bumrah hit the back of length area as Rohit set completely attacking fields, albeit of different nature.When Siraj bowled initially, there was a leg-slip placed while for Bumrah, Rohit himself stood at short leg.The procession started with Markram going on a ‘fishing expedition' to a delivery that moved in air and shaped away with the opener closing his bat face. Yashasvi Jaiswal took a fantastic catch at third slip to send back Markram.The stodgy Elgar played one to his stumps off Siraj who angled one across on fuller length, not giving him enough room to play the cut shot.Bumrah got young Tristan Stubbs into a tangle and the simple catch was gobbled up by skipper at short-leg.Tony De Zorzi's affinity to whip balls off the hips was exploited as he was caught down the leg-side.Unlike Centurion, there were plans in place and David Bedingham, who was fed on the backfoot in the first Test, was enticed to go for a drive on length and extra bounce did the trick.Once Marco Jansen edged Siraj to give him his fifth scalp, one knew that South Africa would have one of their most embarrassing mornings since return to international cricket.(With inputs from PTI)Explore Your Financial Landscape with Personalized Credit Insights.",Sports
'If someone went around the corner for a dump and came back...': Ravi Shastri's epic commentary after India lost six wickets in 11 balls,"NEW DELHI: Former Indian cricketer-turned commentator Ravi Shastri once again became talk of the town as he came up with a witty remark after India lost six wickets in 11 balls for no run on the opening day of the second and final Test in Cape Town on Wednesday.India collapsed to 153 all out in their first innings in the final session after skittling out South Africa for 55 on Day 1.It was the first time in history that a team lost 6 wickets without adding a run and as always Shastri stole the limelight with his on-air gem.""If someone went around the corner for a dump, and has come back, India have been bowled out for 153,"" the former India coach Shastri said while commentating.After losing their fifth wicket at 153 in 33.1 overs, the next five Indian batters were dismissed without the addition of any runs. This sudden collapse without scoring any additional runs is an unusual and extraordinary event in cricket, making it a historic and memorable moment in the game.Kohli emerged as the top-scorer for India with 46 runs, while captain Rohit Sharma and Shubman Gill contributed 39 and 36 runs, respectively. Despite these efforts, India faced a swift collapse, getting all out in just 34.5 overs. The team resumed the post-tea session at 111 for 4 but experienced a rapid fall of wickets in the subsequent play.Earlier, pacer Siraj delivered a sensational six-wicket haul, dismantling the South African batting lineup and contributing significantly to India's bowling dominance.The decision of South African skipper Dean Elgar to bat first, especially in his farewell Test, turned out to be challenging as Siraj's exceptional bowling turned the session into a nightmare for the home side.Explore Your Financial Landscape with Personalized Credit Insights.",Sports
How sizzling Siraj ripped apart South Africa's batting line-up in second Test,"NEW DELHI: Seamer Mohammed Siraj delivered a career-defining performance, claiming an outstanding 6-15 as India capitalised on a lively wicket to dismantle South Africa's batting line-up.The visiting side successfully bowled out the hosts for a mere 55 runs, accomplishing the feat on the brink of lunch during the opening day of the second Test at Newlands in Cape Town on Wednesday.Siraj, who did it in a straight spell of nine overs, was ably supported by Jasprit Bumrah (2-25) and Mukesh Kumar (2-0) as Indian pacers wreaked havoc after South African skipper Dean Elgar opted to bat in his swansong Test.Here is how the Indian pacers ripped apart South African batting in the first session of the second and final Test:SA 5/1 in 3.2 overs: Siraj quickly zeroed in on the perfect line, executing a precise delivery that resulted in Aiden Markram's (2) dismissal, giving India its first breakthrough. Yashasvi Jaiswal showcased sharp fielding skills, securing the catch at third slip.SA 8/2 in 5.3 overs: Returning just one over later, Siraj continued his impressive spell by dismissing Proteas skipper Elgar (4). In a poignant moment, Elgar, playing in his final Test before retirement, ended up chopping the ball onto his stumps, succumbing to Siraj's relentless bowling prowess.SA 11/3 in 8.3 overs: Bumrah enthusiastically joined the triumphant display as he skillfully had debutant Tristan Stubbs (3) caught at short leg, adding another wicket to India's dominant performance.SA 15/4 in 9.2 overs: Tony de Zorzi (2), who became Siraj's third victim, experienced a challenging moment as he was caught by wicketkeeper KL Rahul in a strangle down the legside off Siraj's skillful delivery. SA 34/5 in 15.2 overs: David Bedingham (12) stood out as the one batsman displaying composure at the wicket, but his resilience was tested when he misjudged a Siraj delivery that unexpectedly leapt off the surface. Bedingham's knock came to an end after Jaiswal swiftly caught him, showcasing the unpredictability and difficulty of Siraj's bowling abilities.SA 34/6 in 15.5 overs: Marco Jansen found himself on the wrong end of Siraj's prowess as he edged a delivery, resulting in the seamer claiming his fifth scalp of the innings. This was Siraj's first five-wicket haul in South Africa and third overall.SA 45/7 in 17.5 overs: Top scorer Kyle Verreynne (15) became Siraj's sixth victim in his ninth over. The relentless display of skill and accuracy by Siraj left an indelible mark on the Proteas' batting lineup, showcasing his exceptional performance in the match.SA 46/8 in 19.6 overs: Seamer Mukesh, who came in for Shardul Thakur, celebrated his first wicket of the match as he dismissed Keshav Maharaj (3), marking a significant breakthrough for the bowler.(Reuters Photo)SA 55/9 in 22.6 overs: Nandre Burger found himself on the wrong side of a skillful delivery from Bumrah, resulting in a nick at third slip to Jaiswal, who held a sharp catch. The precision and control demonstrated by Bumrah in this delivery added another wicket to India's tally.SA 55/10 in 23.2 overs: Mukesh ended the South African innings by inducing Kagiso Rabada to edge a delivery to fourth slip. Team India was ecstatic about this final wicket, while South Africa was astounded by the potency of the Indian bowling attack.Explore Your Financial Landscape with Personalized Credit Insights.",Sports
Surprised that South African skipper Dean Elgar chose to bat first: Gavaskar,"NEW DELHI: Former captain Sunil Gavaskar expressed astonishment on Wednesday at South African skipper Dean Elgar's choice to bat first in the second Test against India in Cape Town.Elgar's decision did not go as planned, resulting in South Africa being dismissed for 55 runs, their lowest total against India.Although India initially seemed on track for a substantial lead, they encountered a collapse, losing their last six wickets for no runs and getting all out for 153, thereby limiting their first-innings advantage to 98 runs.Gavaskar's surprise likely stems from the unexpected turn of events in the match.""Well, I tell you what, I was a bit surprised by what happened,"" Gavaskar said in his match analysis on Star Sports.""Because a lot of times, captains and coaches make a big deal about what the pitch is gonna be...""Gavaskar expressed the opinion that, having dominated India and won the opening Test within three days, South Africa had a perfect opportunity to assert their dominance by inserting India on a fresh pitch in the second Test.Gavaskar's view likely reflects the strategic advantage South Africa could have gained by exploiting the conditions and putting India under pressure early in the match. However, the outcome of the match, with both teams facing challenges in their respective innings, may have added an element of unpredictability to the decision-making process.""I think you've also got to look at the psychology of the Indian team, having been defeated in three days, having batted so poorly in the second innings and going to be batting first on a fresh pitch would have been just a little bit defensive,” Gavaskar said.""And I have thought that South Africans with the fast bowlers that they have in their lineup could look to take advantage of the fact that they have not played any cricket in between and therefore put them in,” he added.Gavaskar drew a parallel to the Adelaide Test against Australia, where India was bowled out for 36, only to make a remarkable comeback in the subsequent Melbourne Test during the 2020-21 series.The Adelaide Test was a challenging moment for the Indian team, but they displayed resilience and character to bounce back and eventually secure a memorable 2-1 series triumph.""Something similar happened in Australia two years ago, Australia dismissed India for 36. The next Test played in Melbourne, where the grass on the pitch was three millimetres more than the one at Adelaide,"" he added.(With PTI inputs)Explore Your Financial Landscape with Personalized Credit Insights.",Sports
2022 winner Suryakumar Yadav again in running for ICC Men's T20 Cricketer of Year,"NEW DELHI: India's Suryakumar Yadav has been nominated for the ICC Men's T20 Cricketer of the Year 2023. The 33-year-old, who previously secured this accolade in 2022, continued to make a mark in the shortest format during 2023.Suryakumar amassed an impressive total of 733 runs from 17 innings, maintaining an average of 48.86 and a striking rate of 155.95.His consistent and impactful performances have earned him recognition as one of the standout T20 cricketers of the year.It's noteworthy that young Indian opening batter Yashasvi Jaiswal has been recognized as one of the four nominees for the ICC Men's Emerging Cricketer of the Year 2023.This nomination acknowledges Jaiswal's promising performances and potential as a rising star in the cricketing world. His inclusion among the nominees reflects his impact and contributions in the emerging cricketer category during the specified year.Jaiswal, the 22-year-old Indian opening batter, has put up an impressive performance in the year. He scored 283 Test runs with an average of 70.75. In T20 Internationals (T20Is), he made 430 runs at an average of 33.07 and an outstanding strike rate of 159.25 throughout the year.Jaiswal's notable contributions have earned him a nomination for the ICC Men's Emerging Cricketer of the Year 2023.He faces competition in this category from other talented emerging players, including Rachin Ravindra from New Zealand, Gerald Coetzee from South Africa, and Dilshan Madushanka from Sri Lanka. The nomination recognizes Jaiswal's growth and impact in international cricket as a young and promising talent.Despite a modest start with just 7 runs in his first innings of 2023 against Sri Lanka, Suryakumar swiftly rebounded, showcasing his prolific form throughout the year. In the subsequent two matches, he delivered outstanding performances, scoring 51 runs off 36 balls in one match and an impressive unbeaten 112 off 51 balls in the next.During his remarkable innings of 112, Suryakumar displayed his wide array of shots, featuring inside-out drives and skillful play behind the wicket.Notably, this innings included nine sixes and seven fours, illustrating his ability to score boundaries consistently, averaging almost one boundary every three deliveries. Such displays underscore Suryakumar's versatility and impact as a dynamic T20 batsman.His first boundary came off just the fourth ball of his innings, and it took just 45 balls to reach three figures. The effort was the second-fastest hundred for India in men's T20s behind Rohit Sharma's 35-ball effort against the same opponent in 2017, and India were clear 91-run winners.Consistent scoring in 20s to 40s continued, before an innings of 83 (44 balls) against the West Indies in Providence proved his class. He ended the series against the West Indies with a knock of 61 (45 balls) in Florida.Suryakumar flourished despite the burden of captaincy, taking the reins of a young Indian side towards the end of the year.He made half-centuries against Australia (80 off 42 balls) and South Africa (56 from 36 balls), before posting an even 100 against the Proteas off just 56 balls in their final T20 of the year in Johannesburg.The other three nominees are Sikandar Raza of Zimbabwe (11 innings, 515 runs at 51.50, strike rate 150.14; 17 wickets at 14.88, economy 6.57), Alpesh Ramjani of Uganda (55 wickets at 8.98, economy 4.77) and Mark Chapman of New Zealand (17 innings, 556 runs at 50.54, strike rate 145.54).(With PTI inputs)Explore Your Financial Landscape with Personalized Credit Insights.",Sports
