Title,Article_body,section_value
Complaint filed against Lokesh Kanagaraj for violence in his films: ‘He should be examined psychologically’,"Lokesh Kanagaraj, Nelson Dilipkumar, Vetrimaaran, and Arun Matheshwaran are some of the directors who are facing criticism for excessive violence in their films. Among the lot, Lokesh faces the most disparaging comments for the violence in his cinematic universe called Lokesh Cinematic Universe, which comprises films Vikram, Leo, and Kaithi. In a recent development, a complaint has been filed against the director at Madurai Court for allegedly inciting violence through his films. According to a report published in India Today, a petitioner named Raja Murugan has filed a complaint against the director for his violent films. The petitioner also asked for a psychological examination of Lokesh because of the violence in his films. The petitioner claimed that Lokesh Kanagaraj’s films might encourage youngsters to commit crimes shown in the director’s films like drug abuse and physical violence. He further asked the Central Board of Film Certification to be more vigil while certifying films and censoring content. Lokesh’s latest release Leo, starring Vijay, is based on the Hollywood film named A History of Violence. The movie was about a family man who has a bloody past. ‘Bloody Sweet’ is the tagline of the film, which has many violent action sequences, which have become a trend in Tamil cinema. Earlier, when asked about the violence in his films, Lokesh Kanagaraj said, “‘Because it is fun’. Yes, there’s fun in that. If we get to see two people stabbing each other in real life, we will turn our heads away, because we know it is not fun. But in cinema, we just exaggerate that with music and all that for entertainment. Everyone knows it is not true. Just come here to watch a film and get entertained… that’s all. That’s how I see it.”",Entertainment
"Taarak Mehta ka Ooltah Chashmah’s Sonu, actor Jheel Mehta, gets engaged. Watch the filmy proposal","Actor Jheel Mehta got a dreamy proposal from boyfriend Aditya, which left her teary-eyed and blushing. Jheel is best remembered as a child actor in the show Taarak Mehta Ka Oolta Chashmah (TMKOC) for playing the role of Sonu Aatmaram Bhide, daughter of Aatmaram and Madhavi. Jheel posted the video of her boyfriend Aditya dancing for her before popping the big question. In the video, Jheel is seen entering the venue blindfolded with the help of her friends. Jheel got emotional seeing him dance for her. Indian Express Entertainment is now on WhatsApp Channels. Follow us for the latest news, interviews, reviews, photos and more. The former child actor wrote, “Koi mil gaya, mera dil gaya. #LoveAJkal.” Check out Jheel Mehta’s post –     A post shared by Jheel Mehta (@jheelmehta_) Jheel’s TMKOC co-star Bhavya Gandhi, who played the role of Tappu in the show, commented on Jheel’s post with a heart emoticon. Followers congratulated Jheel, with some of them getting emotional about it. A follower wrote, “Congratulations @jheelmehta_ the Sonu we loved at Tarak Mehta got someone who loves her more than anyone in the world,” another one wrote, “Lovely. many congratulations to both of you….God bless.” Jheel left showbiz and entered the beauty industry as a make-up artist.",Entertainment
Jeetendra recalls how Rekha endorsed Sridevi even before the latter made her Hindi film debut: ‘Rekha was suppose to star in Himaatwala’,"Sridevi, an icon star of Indian cinema, was remembered and celebrated by Bollywood celebrities and her family members on her 60th birth anniversary last August. Recently, an intriguing old interview clip featuring veteran actor Jeetendra was circulating on social media, shedding light on how Rekha recommended him to work with Sridevi even before the latter made her Hindi film debut. In an interview with Zoom, Jeetendra shared the story of how Rekha suggested him to work with Sridevi while they were watching a Telugu film featuring the late actor. Recounting the incident, Jeetendra said, “One time me and Rekha were watching a Telugu film (which starred Sridevi). Rekha was suppose to play the female lead in Himaatwala at the time. While we were watching the Telugu film, Rekha kept telling me that, ‘You should work with her.’ I told her I will definitely work with her. I think Rekha couldn’t give her dates for Himaatwala and then the film’s director K Raghavendra Rao said let’s take Sridevi.” Indian Express Entertainment is now on WhatsApp Channels. Follow us for the latest news, interviews, reviews, photos and more. Speaking of Sridevi’s exceptional dancing skills, Jeetandra said, “When dance master used to teach us the steps, she would learn it quickly in just two rehearsals, while I took more time. She would rehearse with me until I perfected my steps.” Sridevi, already an established star in Telugu and Tamil cinema, made her Hindi film debut with the 1972 film Rani Mera Naam. Her collaboration with Jeetendra began with the 1983 film Himmatwala, a remake of the Telugu film Ooruki Monagadu (1981). The movie, featuring Jeetendra and Sridevi in lead roles, turned out to be a massive commercial success, grossing Rs 5 crore and becoming one of the highest-grossing Hindi films of the 1980s. Himmatwala proved to be a breakthrough moment for Sridevi in Bollywood, catapulting her to stardom, with her dance number “Naino Mein Sapna” becoming a sensation. Click for more updates and latest Bollywood news along with Entertainment updates. Also get latest news and top headlines from India and around the world at The Indian Express.",Entertainment
"Exclusive | ‘I am the first contestant to oppose Salman Khan, Bigg Boss format; Munawar Faruqui is a ‘darinda’: Anurag Dobhal makes shocking allegations",,Entertainment
"When Amitabh Bachchan ran into a fire to save wheelchair-bound Tabassum, saved her life: ‘I was shouting for help…’","Amitabh Bachchan has performed many heroic stunts in his movies but not many know that Big B is just as heroic in his real-life as well. Bachchan has walked across fire, jumped from top of tall buildings and even faced a near-fatal accident during his movies but these experiences helped him in becoming a person who was fearless in the time of crisis. In a 2014 interview, late film interviewer Tabassum, who hosted the Doordarshan talk show Phool Khile Hain Gulshan Gulshan, shared that Amitabh once saved her life when a fire broke out. Tabassum said that she had done many live stage shows with Bachchan but once, during a show in Mumbai, a fire broke out. “This took place at Shanmukhananda Hall in Mumbai. I was sitting in a wheelchair and conducting the show as my leg was fractured. Suddenly, there was a fire and that caused a stampede. I started shouting for help. Nobody responded. They were all running for their lives. Then Amitji came. He took me to a safe place. Today, I am alive because of him,” she told Rediff.com. ALSO READ | ‘Manoj Bajpayee was very badly behaved on set, everyone used to run away from him’: Hansal Mehta on actor’s ‘mood swings’ during Dil Pe Mat Le Yaar shoot Tabassum started hosting Phool Khile Hain Gulshan Gulshan in 1972 and went on to do the show for 21 years. In the same interview, she said that shows like Koffee with Karan were, in fact, inspired by her show. “Phool Khile Hain Gulshan Gulshan was the pioneer of chats shows. All the shows that came later were inspired by or copied from this show, whether it is Koffee with Karan or Rendezvous with Simi Garewal. The Anupam Kher Show is a ditto copy of my show. I like all the shows. They all have different styles. Simi is sophisticated, Karan is chatpata,” she said. Tabassum passed away at the age of 78 in 2022. She started her career as a child artist but was widely known as a chat show host as she continued to do that for a large part of her career. Click for more updates and latest Bollywood news along with Entertainment updates. Also get latest news and top headlines from India and around the world at The Indian Express.",Entertainment
,,Entertainment
,,Entertainment
"Salaar Movie Review: Prabhas’ violence-riddled film is all noise, meaning very little","Salaar Movie Review: It’s tempting to dub ‘Salaar Part One’ ‘KGF’ Redux, except it is bigger and bloodier. It is bathed in the same colour palette — shades of black limned with red. It has the same appetite for violence, with a higher body count. And instead of one hero, it has two, Prabhas and Prithviraj, playing childhood best friends whose primary job as able-bodied adults is to cleave through flesh, and lop off heads: let it not be said that Prashanth Neel doesn’t have a taste for blood. No, let it not. Let it also not be said that Neel doesn’t have the gift for world-building. The fictional ‘Khansaar’, an outpost somewhere in India which doesn’t follow any rules except its own, is impressive. It is ruled by a king (Jagapathi Babu) who has clawed his way to the throne after having decimated challenges from the two rival tribes that have lived there for ‘a thousand years’: the figure is used in the film enough times to give it a proper little epical ring. Just like KGF, this one too has palaces and hovels, the former in which the rulers live with their well-dressed cohorts; the hutments are populated by women in earthy red raiments who exist simply to wail and weep when one amongst them is chosen to be defiled by a vile ruler. We are given a solo segment, spoiler alert, in which the weepers and wailers get their revenge, but only after we have cringed our way through a grown predator towering over a cowering underage girl, and of course only after the male saviour shows up in a rescue act, which ends badly, of course, for the bad guy. It’s almost redundant to say this, but even the women with slighter bigger speaking parts, are either wide-eyed damsels in distress (Shruti Haasan) or long-suffering maternal figures (Easwari Rao) who feed hulking men food cooked with their own hands on demand. There’s also the comparatively commanding figure of the king’s daughter (Sriya Reddy) who sweeps about in her robes, but moves aside when the real business of the film gets underway. Which is, of course, the relationship between the two leading men, Deva (Prabhas) and Vardha (Prithviraj Sukumaran) and the conflict that arises from their actions. The deep bond between the two men is borrowed from so many epic jodis, especially the Krishna-Sudama pair, and you know that the time will come for one of them to make the ultimate sacrifice for the other. Prabhas, channeling his massive ‘Bahubali’ physique, starts off dour, and then is given a chance to get some movement in his face; Prithviraj has the slightly more complex part, and makes the most of it : when these two are on screen, they make you look. ALSO READ | Salaar Release and Review Live Updates: First reviews call Prabhas-starrer ‘a monster blockbuster’, day 1 box office to be over Rs 50 cr For the rest, you quickly get desensitised to the violence playing out: how many bloody stumps can make you sick? Neel’s universe is a perverse utopia featuring powerful Indian satraps out of the ambit of the state (shades of KGF here as well) can whistle up global militia, from Russia and Sudan and other current war-ridden hot-spots. Jackboots on the floor, greenish berets on the head, men playing violent games to kill and maim and rape: is ‘Khansaar’ as fictional as it seems? Till the violence is comic-book and ‘Games Of Thrones’-type stylised, you can find a way to rationalise it; the trouble ratchets up when it becomes more ‘real’. Salaar Part 2 promises more, more, more. Are we ready for it? Most of part one is eye-glazing enough, making you numb to the murder and mayhem: all noise, meaning very little. Salaar movie cast: Prabhas, Prithviraj Sukumaran, Jagapathi Babu, Shruti Haasan, Bobby Simha, Easwari Rao, Sriya Reddy, Tinnu Anand
Salaar movie director: Prashanth Neel
Salaar movie rating: 2 stars",Entertainment
Dunki Review: Shah Rukh Khan’s collaboration with Rajkumar Hirani is a crashing bore,"Shah Rukh Khan’s Dunki Movie Review: In ‘Dunki’, Shah Rukh Khan plays a soldier yet again this year after ‘Pathaan’ and ‘Jawaan’, but this third time around turns out to be unlucky: his vaunted first collaboration with Rajkumar Hirani is mostly a crashing bore. ‘Dunki maarna’ is a colloquialism for illegal migration. In the film, Hardyal Singh Dhillon aka Hardy (Shah Rukh Khan) is the catalyst which gets the Laltu threesome of Mannu (Taapsee Pannu), Buggu (Vikram Kochhar) and Balli (Anil Grover) going, through dangerous underwater and overland terrain in Pakistan, Afghanistan, Iran, Turkey, onwards to their dream destination, London. ALSO READ | Dunki Release and Review Live Updates: Fans say Shah Rukh Khan set to hit hat-trick of hits in 2023, day 1 box office collection to be over Rs 30 cr But before that, it’s all about their hardscrabble lives in a fictional Punjab village, and their attempts to crack the UK visa tangle via small-time agents. Hirani regular Boman Irani plays the jolly English teacher whose jokes refuse to land. The problems of walking-and-talking Ingliss, the snarky interviews, the rejections, should have been classic Hirani territory, in which he effortlessly creates his fabulous fabulism. But this is a decidedly jaded Hirani, who continues to miss the mark through ‘Dunki’, which comes off as a version of Mind Your Language combined with a sort of reverse Purab-aur-Paschim. In the past, Hirani has made us willingly swallow the most improbable elements; we have fallen hook, line, sinker for his colourful and charismatic characters. A 45-year-old star has reeled us in as a 20-something student in ‘Three Idiots’; the same actor has made us believe that he can be a googly-eyed alien in ‘PK’. Medical science firmly put aside, Hirani’s magical sleight-of-hands have helped deliver babies, and cured crusty hospital deans (Munna Bhai MBBS) of their nastiness. We know what Hirani did there, but we have been putty in his capable hands. Most importantly, Hirani has proved that he is a master storyteller, unafraid of diving into emotion. He is equally unafraid of creating scenes which go straight for our heart-strings. But I was hard put in the 161 minutes of ‘Dunki’s run-time to find anything that made me feel anything other than plain boredom or annoyance. It isn’t as if Shah Rukh’s Hardy is not in practically every scene: unlike the larger-than-life figure of his two 2023 blockbusters, this is a zameen-se-juda hero who is better at flinging people over his shoulder in an ‘akhada’ than pumping out bullets from fancy machinery. He is also a knight-in-armour for the spry Mannu, but despite a few mildly-nice moments between the two, he comes off as working too hard for not enough pay-off. Even the money-shot in the movie, in which he is again channelling his real self, where he gets to declare that no, he is not in danger in his own ‘watan’, passes by without any weight. After ‘Pathaan’ and ‘Jawan’, SRK is once again the patriot who will embrace his country, warts and all: it should have been the moment where you are left with a lump in the throat. It passed. The writing is shockingly flat : whatever happened to the Hirani-Abhijat Joshi zest? The only one who leaves an impact is Vicky Kaushal: his brief but memorable arc reminds you of the earlier Hirani who could make you laugh and cry. But this one? No fun, sorry hun. From actors to accused: Contributing to a Mumbai Police fundPremium Story India's dark chocolate market: Who is taking the biggest bite?Premium Story UPSC Key, January 2: What to read today and whyPremium Story Despite Houthi threat, smooth sailing for Russian oil in RedPremium Story Vandita Mishra writes: If life gives oranges make marmaladePremium Story How the United States’ climate response has been lackingPremium Story Expert Explains: How the Northeast was ‘invented’, 52 years agoPremium Story ISRO’s New Year launch: Space observatory, X-ray telescopePremium Story Tavleen Singh writes: Modi's guarantees vs Rahul's promisesPremium Story Indian economy in 2024: On the cusp of take-offPremium Story 10 extremely useful free websites we tried in 2023Premium Story",Entertainment
Neru movie review: Mohanlal has started his journey back,"Most crime thrillers, at least in recent times, usually end on a “high” note with the previously elusive and unidentified culprit being apprehended by the infallible hero cop. But what happens to these culprits after that? Do they receive the deserved punishment? Are the victims granted timely justice? Or do these wrongdoers manipulate the system, tipping the scales in their favour, and resurface in society even more formidable? As vital as the investigative phase is to a case, the trial holds equal, if not greater, importance as it ultimately determines the final verdict. However, observing this process unfold in a two to two-and-a-half-hour film may not be inherently engaging, which is why courtroom scenes in cinema tend to be exaggerated, sometimes even lacking coherence. Nevertheless, with his Mohanlal-starrer Neru, director Jeethu Joseph has made an attempt to navigate the realm of courtroom drama with an emphasis on accuracy yet without compromising emotional depth; but its effectiveness is somewhat questionable. Centred on a case involving the rape of a woman with visual impairment in her home when no one else was present, Neru primarily revolves around her and her lawyer’s efforts to prove before the judiciary that the man she identified, through senses of touch and hearing, is indeed the perpetrator. Since a significant portion of the movie unfolds in the courtroom, meticulously exploring each stage of the trial process, Jeethu begins the film at the case’s outset, when Thumba police circle inspector Paul Varghese (Ganesh Kumar) learns about the incident. In these segments, the film handles the subject with utmost care, avoiding problematic portrayals or extremely graphic visuals of assault, in contrast to most films with a similar case at the centre. Though visually impaired, Sara (Anaswara Rajan) is a skilled sculptor, just like her stepfather Mohammed (Jagadish). Thus, even without technically seeing the perpetrator, Sara creates a clay sculpture of him based on her recollections of his facial features and thus the family recognises the man, Michael (Sankar Induchoodan), and informs the CI, leading to his eventual arrest. However, hailing from an affluent family, Michael gets renowned Supreme Court lawyer Rajasekhararan (Siddique) to represent him. Meanwhile, Mohammed and Paul realise that their government-assigned public prosecutor is loyal to Rajasekhararan, prompting their search for a special PP. With the assistance of a former court employee, Ahana (Santhi Mayadevi), they approach Vijayamohan (Mohanlal), a former courtroom firebrand who had abandoned the practice after an unfortunate incident. Despite lacking confidence in appearing for the trial, Vijayamohan takes on the case, moved by Sara’s determination and helplessness. The rest of the film follows his efforts to prove Michael’s guilt in court. While the film begins impressively, providing insights into a case not previously explored in Malayalam cinema, and maintains a deliberate pace consistent with its genre to avoid abrupt disruptions, writers Santhi Mayadevi and Jeethu Joseph are unable to fully capture the essence of the moments right from the start. Despite the script’s meticulous attention to detail, mirroring the filmmaker’s previous works, both within and outside the courtroom, every scene in the film seems somewhat incomplete due to a lack of refined writing. From Sara’s post-traumatic stress disorder (PTSD), her parents’ sense of helplessness and Vijayamohan’s fear to take up the case, to the lawyer-survivor bond, the shrewdness of a formidable defence attorney and the affluence of the culprit, the writers successfully incorporate gripping elements into the script. Yet, every moment in Neru lacks the impactful resonance it should have carried as the writing fails to deliver a strong punch. This is not to suggest that Neru should have aimed to be a thriller. Absolutely not! Even within its courtroom drama setting, Neru’s narrative unfortunately falls short in fully capitalising on the numerous potential impactful moments, leaving them feeling underdeveloped upon reflection. This includes instances like the interval block, shifts in the trial’s course, revelation moments and what could have been high points — all passing without reaching their full potential. However, one of the notable strength of Neru lies in its avoidance of the typical dramatic courtroom moments, previously seen in Malayalam films like Jana Gana Mana (2022) and Queen (2018), where a star or well-known actor portraying the lawyer delivers a powerful speech that alters the case’s trajectory, leading the court to “acknowledge its errors”. Instead, Neru skillfully concentrates on the intricacies and monotony of a trial, steering clear of providing either Vijayamohan or Sara the chance to turn the courtroom into a platform to showcase their skills in acting or delivering monologues. Nevertheless, even in the film’s technical aspects, Jeethu Joseph fails to offer anything significant, although he ensures the movie remains stable without any major flaws. Unfortunately, its inability to surpass a level of above-average is regrettable. In the midst of all these, it is Mohanlal’s performance, notably better than his recent lacklustre ones, that makes Neru’s 150-minute runtime feel less prolonged. By fully immersing himself in the narrative and the filmmaker’s vision, Mohanlal avoids letting his star persona become a burden to the story. He adeptly portrays the role of Vijayamohan with precision, balancing the character’s vulnerability and abilities without overshadowing Vijayamohan’s ordinary nature. Following a pivotal moment in the film, a simple Vijayamohan is depicted walking out of the court among numerous other lawyers, onto the road, seamlessly blending with the crowd outside and almost becoming invisible. It is this Mohanlal that he had seemingly forgotten and denied the viewers for many years. Witnessing a stellar actor like him making promises about a potential comeback as a powerhouse performer is genuinely satisfying and one can only hope he doesn’t lose his way on this journey. In contrast to her recent roles, Anaswara Rajan excels in her portrayal of Sara, demonstrating great care and effort. The dedication she has invested in doing justice to the character is evident throughout, deserving praise even when her efforts are occasionally inadequate. Siddique, Jagadish, Ganesh Kumar and Sreedhanya also deliver memorable performances, but Priyamani fails to contribute meaningfully due to the lack of depth in her character. This issue extends beyond her, as Neru’s script falls short in providing sufficient development for several characters. For instance, Michael’s mother, initially portrayed as adamant about his acquittal, is not explored further. Even Michael’s father briefly appears before disappearing entirely from the screen, creating the impression that the case is primarily contested between the two lawyers. Santhi Mayadevi’s performance also comes across as somewhat amateur. Though Vishnu Shyam’s music enhances the film in most portions, it becomes loud at some points, lacking consistency. Meanwhile, Satheesh Kurup’s cinematography works in favour of the movie quite well, especially by not giving off the feeling that almost the entire movie unfolds inside a room. Neru movie cast: Mohanlal, Priyamani, Anaswara Rajan, Ganesh Kumar, Siddique, Jagadish, Sreedhanya
Neru movie director: Jeethu Joseph
Neru movie rating: 2.5 stars",Entertainment
Rebel Moon movie review: Zack Snyder’s spectacularly dull sci-fi epic is the worst film of his career,"Whatever the tonnage of the cash-laden trucks that Netflix presumably backed into Anthony Hopkins’ garage before parachuting him in to save the indefensibly dull Rebel Moon at the last moment, it wasn’t enough. The recent Oscar winner has seen it all in his day — he once played a Transformers historian, for Optimus Prime’s sake — but you’d be hard pressed to find a project in which he was as underutilised as he is in director Zack Snyder’s latest eye-sore. Hopkins is literally reduced to an exposition device, in a movie where one character greets another not with a customary ‘hello’, but with, “You’re the legendary assassin known only by the name of Nemesis. Assassinated 16 high ranking imperial officers and their security detail, all in a hunt to avenge your slaughtered children.” What? Also read – The Archies: Zoya Akhtar’s politically-charged film will be triggering for the Animal army Even the film’s protagonist, a rebel warrior named Kora (Sofia Boutella), isn’t spared from having to deliver lines like this. In one of her first scenes, she tells her friend, “I am a child of war… the very idea of family was beaten out of me.” They literally live in the same house; did he not know? Snyder is hardly known for his writing — more than his usual visual ticks, the director’s biggest tell is probably getting one of his characters to say the words, ‘the why of’ — but Rebel Moon often feels like a first-draft. It’s uncommonly lousy, even by his standards. The filmmaker might cite respectable influences such as George Lucas and Akira Kurosawa, but you’ll never catch him admitting that Rebel Moon actually seems like it has been cobbled together from the rubble of his nemesis Joss Whedon’s short-lived television series, Firefly. Set in an alien universe ruled by a fascist regime — there’s frankly too much lore to keep track of — the movie opens on a peaceful planet named Veldt. This is where Kora has been living as a farmer for a couple of years, after having been discovered in the wreckage of a spaceship in the aftermath of a war. Unbeknownst to the imperial regime, the citizens of Veldt are living on some of the most fertile farmland in the entire universe. But their cover is blown one day, when a squadron of soldiers arrives unannounced, and demands the entirety of their produce. Ed Skrein plays the commandant, Atticus Noble, as a cross between Colonel Hans Landa from Inglourious Basterds and Captain Russell from Lagaan. In his cruel demands, there are echoes of the Bengal famine, when British colonialists stole from India to feed their people and fund their war, leaving millions dead. Snyder makes the odd decision to portray Kora as a reluctant hero, but after having backed himself into a corner, decides that she cannot remain passive any longer. As expected, Kora turns on a dime and finds the motivation to fight back after witnessing villainy firsthand. It’s disappointing to note that even now — years after being pummeled for the gender politics in Sucker Punch — Snyder relies on violence against women as a narrative trope to propel his plots. In Rebel Moon, Kora kicks into gear only after watching one of her friends nearly get gang-raped by the Nazi cosplayers who serve as the film’s antagonists. Snyder also somehow finds a way to be homophobic in this faraway fantasy land — an impossible feat, you’d imagine, seeing as we’re talking about a world in which Jena Malone plays a humanoid spider-woman. But there you have it. The ugliness of Rebel Moon isn’t limited to its visuals. It’s probably worth pointing out that Kora doesn’t lead the fight against the imperialists herself, but chooses instead to put together a ragtag team of warriors. She is joined on her quest by her suitor, a man named Gunnar (Michiel Huisman), and subsequently by a Han Solo-esque rogue named Kai, played by Charlie Hunnam with, who knows why, a Northern Irish accent. Rebel Moon’s origins as a Star Wars project are apparent. In addition to the shameless use of lightsabers and the Solo stand-in, Snyder also sends his protagonists to a cantina-style hive of scum and villainy, populated by skeevy characters whose faces seem to have been fashioned out of leftover prosthetics from his previous Netflix movie, Army of the Dead. Read more – Leave the World Behind movie review: Julia Roberts’ apocalyptic thriller is more jaded than jaw-dropping It has been suggested — this is purely speculative, of course — that Netflix tried to reverse-engineer a Release the Snyder Cut-type movement for Rebel Moon. The version of the movie that has been presented to us was edited down from a more sprawling director’s cut, which will no doubt be released in some weeks. If this is true, it has to be the most comically inept decision made by a studio since, well, the Snyder Cut movement itself. Almost unbelievably, Rebel Moon might not be the best film about an armed conflict in a mythical kingdom this week. Rebel Moon – Part One: Child of Fire
Director – Zack Snyder
Cast – Sofia Boutella, Charlie Hunnam, Michiel Huisman, Djimon Hounsou, Doona Bae, Ray Fisher, Cleopatra Coleman, Jena Malone, Fra Fee, Ed Skrein, Anthony Hopkins
Rating – 1/5",Entertainment
," Arvind Kejriwal ED Case, News Live Updates, 4 January: Delhi Chief Minister Arvind Kejriwal will proceed to a 3-day tour of Gujarat on January 6. This comes after several Aam Aadmi Party (AAP) leaders, including Atishi and party’s national general secretary (organisation), Sandeep Pathak, took to X late last night claiming that Kejriwal’s home could be raided today, and that he could be arrested. Sources said party leaders had gone into a huddle to discuss the development yesterday evening. Kejriwal, for the third time on Wednesday, chose to skip appearing before the Enforcement Directorate (ED) in the Delhi Excise Policy Case. Instead, the AAP convenor sent a letter to the agency stating his readiness to cooperate with the investigation but asserting that their notice was illegal. He also questioned the timing of the ED’s notice, asking, “Why are notices sent right before the polls?” In other news, The Delhi High Court on Wednesday dismissed a petition by Neelam Azad, an accused arrested in the December 13 Parliament security breach case, seeking her release on the grounds that her police remand was illegal. A bench headed by Justice Suresh Kumar Kait said the petition, which alleged that Azad was not allowed to consult a lawyer of her choice before the trial court at the time of remand, was not maintainable, PTI report said.   LG VK Saxena has referred to the CBI an alleged scam revolving around ghost patients at Mohalla Clinics in Delhi. As per the allegation, lakhs of fake pathology and radiology tests were allegedly conducted on non-existent patients at Mohalla Clinics in order to make illegal payments to private labs in the name of referrals as part of the alleged scam The BJP on Thursday accused Arvind Kejriwal of ""running away"" from a probe after the Delhi chief minister skipped the third summons by the ED in connection with the Delhi excise policy case. In a letter addressed to the Enforcement Directorate, the AAP leader on Wednesday cited Rajya Sabha polls, Republic Day preparations and the probe agency's ""non-disclosure and non-response approach"" as reasons for not appearing before it. He also said he would be ""happy to answer"" any questionnaire sent by it. Delhi BJP president Virendra Sachdeva said, ""Aam Aadmi Party leaders are making noises that their CM may get arrested anytime... They have committed theft, and corruption and now they are creating a ruckus."" ""The investigating agency has given you a chance to testify, but you are running away and behaving like a fugitive,"" Sachdeva added. BJP spokesperson Bansuri Swaraj said Kejriwal is forgetting that he is not above the law. ""The ED has sent three summons, but the CM is running away from an investigation. He doesn't want to be involved in the investigation,"" Swaraj said. AAP leader and Delhi cabinet minister Atishi on late Wednesday wrote on X that the chief minister is likely to be arrested. ""News coming in that ED is going to raid @ArvindKejriwal's residence tmrw morning. Arrest likely,"" Atishi said. Kejriwal was asked to appear before the ED on Wednesday for questioning. It was the third ED notice to Kejriwal, also the AAP's convener, after he refused to appear before the federal agency on two earlier summonses for November 2 and December 21. (PTI) Delhi Chief Minister Arvind Kejriwal will proceed to a 3-day tour of Gujarat on January 6. This comes after several Aam Aadmi Party (AAP) leaders, including Atishi and party’s national general secretary (organisation), Sandeep Pathak, took to X late last night claiming that Kejriwal’s home could be raided today, and that he could be arrested. Sources said party leaders had gone into a huddle to discuss the development yesterday evening. The AAP Convenor will tour the state in connection with the Lok Sabha elections, and is scheduled to address several party functions as well as public sabhas. He will also meet jailed AAP leader Chaitar Vasawa. ""This (Delhi liquor policy case) is absolutely a false case. They have put our leaders in jail without any evidence. Several BJP leaders have said that Arvind Kejriwal will be arrested. We are being sent wrong summons repeatedly with an intention to arrest (CM Arvind Kejriwal),"" AAP leader Priyanka Kakkar said. VIDEO | ""This (Delhi liquor policy case) is absolutely a false case. They have put our leaders in jail without any evidence. Several BJP leaders have said that Arvind Kejriwal will be arrested. We are being sent wrong summons repeatedly with an intention to arrest (CM Arvind… pic.twitter.com/1PRIf9pwrG 
 ""The Delhi CM is suffering from a VVIP syndrome. He is forgetting that he may be CM, but he's not above the law. The ED has been sending him summons after summons since November but he has been running away from investigation…yesterday he asked the ED to send across a questionnaire. Will he decide how the investigation will be carried out? This is an attempt to play the victim card,"" Delhi BJP Secretary Bansuri Swaraj said in a statement. A fire incident was reported at AIIMS at 5am today, on the second floor of the Director's building. 7 fire tenders were rushed to the spot. Fire department says the furniture, fridge and office records caught fire. No casualties and injuries were reported. South Delhi MP Ramesh Bidhuri reacted to claims of Kejirwal's probable arrest today and said, ""Should the law be different for the poor and the rich? When a pickpocket targets someone, the police land up at his door for arrest. Here it is a question of misappropriating crores of Rupees. An agency has been sending summons to him (Kejriwal) but he is asking them questions instead. What option does the ED have except reaching his doorstep."" Several Aam Aadmi Party (AAP) leaders on Wednesday night expressed apprehensions that party chief and Delhi Chief Minister Arvind Kejriwal’s home could be raided the following morning, and that he could be arrested. In a post online, the party’s national general secretary (organisation), Sandeep Pathak, wrote: “Delhi CM Arvind Kejriwal likely to be raided tomorrow early morning by ED.” Minister Atishi, too, made a similar post: “News coming in that ED is going to raid Arvind Kejriwal’s residence tomorrow morning. Arrest likely.” Sources in Delhi Police, meanwhile, said that they had made arrangements outside the ED’s headquarters for Wednesday morning. In light of the social media posts by AAP leaders, the North district police decided to make security arrangements outside the CM residence . Read more. ""They (AAP) did corruption and now raising a hue and cry that Kejriwal will be arrested. Investigating agency gave opportunity to Kejriwal to present evidence before it, but he evaded the agency. Kejriwal has done corruption and now wants to turn that into an event. His behaviour is shameful,"" said Delhi BJP president Virendraa Sachdeva. VIDEO | ""They (AAP) did corruption and now raising a hue and cry that (Delhi CM Arvind) Kejriwal will be arrested. Investigating agency gave opportunity to Kejriwal to present evidence before it, but he evaded the agency. Kejriwal has done corruption and now wants to turn even… pic.twitter.com/zwpCYodSGa 
 Several Aam Aadmi Party (AAP) leaders, including Atishi and party’s national general secretary (organisation), Sandeep Pathak, took to X late last night claiming that Delhi Chief Minister Arvind Kejriwal’s home could be raided today, and that he could be arrested. Sources said party leaders had gone into a huddle to discuss the development yesterday evening. Delhi Police sources indicated that they had made security arrangements outside CM's residence.",Entertainment
